ad_id,campaign_id,headline_text,body_text,call_to_action,platform,placement,ad_format,category,impressions,clicks,conversions,spend,ctr,cvr,cpc,cpa,high_performer
enriched_ad_0777,campaign_034,TAILOR-MADE SCOTTISH GOLF TOURS,"KARD BF
BROWNLTD
THE GOLF TOUR COMPANY
CLICK HERE TO VISIT OUR WEBSITE!
STAY IN TOUCH AND FOLLOW US",,,,image,entertainment,95847,2538,248,726.99,0.026479702025102508,0.09771473601260836,0.2864420803782506,2.931411290322581,1
enriched_ad_0778,campaign_039,INTERSTATE CONNECTING COMPONENTS,"A Division of HEILIND MIL-AERO
800.422.3911
www.connecticc.com
a Mil-Aero Connector & Sensor Solutions STE AN AUTHORIZED DISTRIBUTOR Learn More",,,,image,ecommerce,73675,1033,93,1282.1,0.014021038344078723,0.09002904162633107,1.2411423039690221,13.786021505376343,0
enriched_ad_0779,campaign_047,FOUNDERS,roundemcu.com-1-808-MG-16M LOWER YOUR AUTO LOAN RATE BY 1% AND NO PAYMENT FOR 90 DAYS² Federally Insured by NCUA. Membership qualification required.,Apply Now,,,image,finance,44221,472,13,1284.43,0.010673661834874833,0.02754237288135593,2.72125,98.80230769230769,0
enriched_ad_0780,campaign_005,Inspire Your Students With Computer Science,Get Started Code with Google O,,,,image,education,25784,544,58,252.04,0.02109835556934533,0.10661764705882353,0.4633088235294118,4.34551724137931,1
enriched_ad_0781,campaign_029,Shop Now at HILFIGER for Timberland,,Shop Now,,,image,ecommerce,41758,659,45,433.27,0.015781407155515112,0.06828528072837632,0.6574658573596358,9.628222222222222,0
enriched_ad_0782,campaign_007,Job Opportunity in Logistics,Are you passionate about logistics and looking to make an impact? Join our team today!,Apply Now,,,image,employment,80093,1090,79,940.98,0.013609179329030002,0.07247706422018349,0.8632844036697248,11.91113924050633,0
enriched_ad_0783,campaign_004,ANALÉKTAS NEW JEWISH MUSIC NOUVEAU MOUSIQUE ANKERTA DOHO,,,,,image,entertainment,93910,2137,408,533.24,0.02275583005004792,0.19092185306504444,0.24952737482452036,1.3069607843137254,1
enriched_ad_0784,campaign_035,FOR WHEN CURIOSITY GETS THE CAT.,"Shop Now Great Pet
Great Clean.
ALDECATMEAL Cleansing WIS Per Cats & Bos",,,,image,ecommerce,67283,964,81,1110.31,0.014327541875362275,0.08402489626556017,1.1517738589211617,13.70753086419753,0
enriched_ad_0785,campaign_049,GOOGLE OPTICS CLEARANCE,UP TO 65% OFF ON GOOGLE OPTICS. Limited time offer while stocks last on select items.,Shop Now!,,,image,ecommerce,99619,1541,137,1667.99,0.015468936648631285,0.08890330953926022,1.0824075275794938,12.175109489051096,0
enriched_ad_0786,campaign_041,Up to 65% OFF on Geco Optics!,While stocks last! On selected lines only.,,,,image,ecommerce,69733,1063,59,1095.81,0.015243858718253912,0.055503292568203196,1.030865475070555,18.573050847457626,0
enriched_ad_0787,campaign_010,FAB DEFENSE,Keep it real. FAB Defense is here to help you.,,,,image,ecommerce,23271,429,25,235.42,0.0184349619698337,0.05827505827505827,0.5487645687645687,9.4168,0
enriched_ad_0788,campaign_042,2018 Special Issues,OUT NOW! STARTING OUT 20 What Grgun NG All GUNS 50 CLICK HERE > GUIDE,,,,image,,86442,1069,75,1530.58,0.01236667360773698,0.07015902712815715,1.4317867165575304,20.407733333333333,0
enriched_ad_0789,campaign_007,Weatherby now available in the UK,WEATHERBY through RAYTRADE MEATEATER RIFLE by Weatherby. CLICK HERE TO FIND OUT MORE ABOUT WEATHERBY.,CLICK HERE TO FIND OUT MORE ABOUT WEATHERBY,,,image,ecommerce,28612,452,33,440.08,0.015797567454215015,0.07300884955752213,0.9736283185840707,13.335757575757576,0
enriched_ad_0790,campaign_044,Weatherby,WEATHERBY through RAYTRADE MEATEATER RIFLE by Weatherby NOW available in the UK CLICK HERE TO FIND OUT MORE ABOUT WEATHERBY,CLICK HERE,,,image,ecommerce,99663,1565,104,1762.49,0.015702918836478934,0.06645367412140575,1.1261916932907348,16.947019230769232,0
enriched_ad_0791,campaign_018,MEATEATER by Weatherby,RIFLE - WEATHERBY is now available in the UK through Raytrade. Click here to find out more about Weatherby.,Click Here,,,image,ecommerce,30997,491,46,493.55,0.015840242604122978,0.09368635437881874,1.005193482688391,10.729347826086956,0
enriched_ad_0792,campaign_001,Black Friday Super Sale on Premium Ammunition All Month Long!,,Shop Now,,,image,ecommerce,49381,865,79,646.08,0.017516858710840202,0.09132947976878612,0.7469132947976879,8.178227848101267,0
enriched_ad_0793,campaign_030,TRIDENT Z5 RGB Unleash Extreme DDR5 Performance Intel CORE CoPrace SERVICE AMEL AALL GALL,,,,,image,ecommerce,63171,707,43,869.44,0.011191844358962182,0.06082036775106082,1.2297595473833098,20.219534883720932,0
enriched_ad_0794,campaign_040,Digital Open Day,International Graduate and Post-Graduate Programs November 21st Book my place >> THE HEBREW UNIVERSITY OF JERUSALEM,>>,,,image,education,55247,832,63,596.81,0.01505964124748855,0.07572115384615384,0.7173197115384615,9.473174603174602,0
enriched_ad_0795,campaign_048,City Asylum,,,,,video,entertainment,99417,2535,409,671.55,0.02549865717130873,0.16134122287968442,0.26491124260355026,1.6419315403422983,1
enriched_ad_0796,campaign_019,Latest Coverage,GPB is now available on Apple News. Find the latest news and stories right at your fingertips.,,apple_news,,image,entertainment,21830,593,92,134.65,0.0271644525881814,0.1551433389544688,0.2270657672849916,1.4635869565217392,1
enriched_ad_0797,campaign_017,Latest Coverage,GPB is now available exclusively through Apple News.,,apple_news,,image,entertainment,59504,1119,104,308.01,0.01880545845657435,0.09294012511170688,0.275254691689008,2.9616346153846154,0
enriched_ad_0798,campaign_043,REPUBLIC CR-C NO.1 MOTHERBOARD GRAND ASUS Z590 SERIES,POWER TO THE CORE AL Overclocking - AL Cooling - AL Networking Two-Way AL Noise Cancelation WIFIGE,,,,image,ecommerce,85348,961,47,1164.52,0.011259783474715283,0.04890738813735692,1.2117793964620187,24.777021276595743,0
enriched_ad_0799,campaign_032,Own Future with MCC,,CLICK HERE,,,image,education,40143,894,113,313.49,0.022270383379418578,0.12639821029082773,0.35065995525727073,2.7742477876106197,1
enriched_ad_0800,campaign_028,HORIZON FDIC YOUR LOCAL COMMUNITY BANK,We are in this together HCB Horizon Community Bank 928-854-3000 CONTACT US NMLS #566129 Horizon has it! www.horizoncommunitybank.com Follow us on: Ⓒin.,,,,image,finance,90144,1154,49,1875.62,0.01280173943911963,0.04246100519930676,1.625320623916811,38.27795918367347,0
enriched_ad_0801,campaign_008,Welcome to HAVASUNEWS - Today's News-Herald,Serving Lake Havasu City and the Lower Colorado River,,,,image,news,78469,1225,66,1156.85,0.015611260497776192,0.053877551020408164,0.9443673469387754,17.528030303030302,0
enriched_ad_0802,campaign_038,OLD LAHAINA LUAU,TRADITIONAL HULA & FEAST Most Authentic Lu'au Experience BOOK NOW,,,,image,entertainment,69156,1177,133,527.37,0.017019492162646768,0.11299915038232795,0.4480628717077315,3.9651879699248123,0
enriched_ad_0803,campaign_031,Morning Edition Here,Is there still HO NO RADIO? No problem. Get the HPR mobile app.,Get the HPR mobile app.,,,image,entertainment,37395,858,134,306.38,0.022944243882872042,0.1561771561771562,0.3570862470862471,2.2864179104477613,1
enriched_ad_0804,campaign_029,Healthcare Finance,Want Healthcare Finance delivered to your inbox? Subscribe to Our Newsletters,,,,image,"healthcare, finance",77295,1524,99,1127.71,0.01971666990102853,0.06496062992125984,0.7399671916010498,11.391010101010101,0
enriched_ad_0805,campaign_020,The POWER to change how you live with diabetes.,Smart devices sold separately. Dexcom and Dexcom G6 are registered trademarks of Dexcom Inc. in the United States and/or other countries. © 2020 Dexcom Canada Co LBL020136 Rev001 Learn More Dexcom G6,,,,image,healthcare,67166,866,65,1023.66,0.012893428222612632,0.07505773672055427,1.182055427251732,15.748615384615384,0
enriched_ad_0806,campaign_036,Probiotics in a Brownie Instead of a Pill!,,,,,image,food,50920,753,56,643.28,0.014787902592301649,0.07436918990703852,0.854289508632138,11.487142857142857,0
enriched_ad_0807,campaign_033,Save Online With Coupon Codes,See codes at Capital One Shopping. The Coupon-Finding Browser Extension helps you save money while shopping online.,,,,image,ecommerce,62262,817,83,892.31,0.013121968455879991,0.10159118727050184,1.0921787025703793,10.750722891566264,0
enriched_ad_0808,campaign_020,#1 DOCTOR RECOMMENDED form of turmeric curcumin Qunol® TURMERIC available at amazon BUY NOW Dun + Dr,,BUY NOW,,,image,ecommerce,68781,784,46,824.72,0.011398496677861619,0.058673469387755105,1.051938775510204,17.928695652173914,0
enriched_ad_0809,campaign_042,LUNG CANCER is the Leading Cause,Lung Cancer is the leading cause of cancer death in the U.S. Know the risks and symptoms.,,,,image,healthcare,51691,769,47,1074.79,0.014876864444487435,0.0611183355006502,1.3976462938881664,22.86787234042553,0
enriched_ad_0810,campaign_007,"FOR ALL YOU DO, WE SALUTE THOSE WHO SERVE.",All Veterans receive 1 free oil change anytime in the month of November. CHECK OUT OUR EXPRESS ONLINE SERVICE WWW.FORDOFUNIONTOWN.COM,,,,image,ecommerce,58025,932,67,800.44,0.016062042223179664,0.07188841201716738,0.8588412017167383,11.946865671641792,0
enriched_ad_0811,campaign_037,Wilson Tire & Wheel,"1095 E. Greene St., Waynesburg, PA
All Types of Tires
•Wheel Alignments. Custom Wheels. Truck Accessories
• Lift Kits. Level Kits All Suspension Work. Inspections
FAST QUALITY SERVICE!
WILSON Tire & Wheel",,,,image,ecommerce,41495,573,36,475.58,0.01380889263766719,0.06282722513089005,0.8299825479930192,13.210555555555555,0
enriched_ad_0812,campaign_006,Access your favorite websites from anywhere,PureVPN F1 x4 PureVPN App OPE MOK A Setup DDY KA bp,,,,image,ecommerce,73998,1177,99,780.04,0.01590583529284575,0.08411214953271028,0.6627357689039932,7.879191919191919,0
enriched_ad_0813,campaign_032,Unlock a Free Trial of Chrome Enterprise,Experience the power of Chromebooks with Ochrome OS. Next-generation cloud-based management that simplifies your workflow.,Start free trial,,,image,ecommerce,82483,1301,88,1192.59,0.015772947152746627,0.06764027671022291,0.9166717909300537,13.55215909090909,0
enriched_ad_0814,campaign_006,Get Inside The Music,,,,,image,electronics/electronic goods,55487,1077,103,622.56,0.019409951880620686,0.09563602599814298,0.578050139275766,6.0442718446601935,0
enriched_ad_0815,campaign_044,Back in Black,"Handcrafted by audio masters, see the range of MELCO.",,,,image,entertainment,37354,533,48,233.22,0.014268886866199069,0.0900562851782364,0.4375609756097561,4.85875,0
enriched_ad_0816,campaign_018,Bryston BR-20 Amplifier,"Pair with Bryston's power amplifiers for real music. Bestel PMC Distribution, UK.",,,,image,ecommerce,54083,814,75,794.78,0.015050940221511381,0.09213759213759214,0.9763882063882063,10.597066666666667,0
enriched_ad_0817,campaign_024,Martin Logan - Truth in Sound,"Majestic electrostatics and much, much more PMC Distribution UK",,,,image,ecommerce,96822,1409,83,998.42,0.014552477742661793,0.058907026259758695,0.7086018452803406,12.029156626506024,0
enriched_ad_0818,campaign_033,Trade Up to Bowers & Wilkins Diamond 800 Series,,Find out more,,,image,ecommerce,68517,1372,109,978.26,0.02002422756396223,0.0794460641399417,0.7130174927113703,8.974862385321101,1
enriched_ad_0819,campaign_013,The Search Is Over,,,,,image,,94314,1343,75,1315.46,0.014239667493691287,0.05584512285927029,0.979493670886076,17.539466666666666,0
enriched_ad_0820,campaign_013,Reddot Winner 2020,PHILIPS UKS Hi-Fi Choice Recommended Get Inside the Music Everywhere Philips Fidelio L3 See More,,,,image,entertainment,22821,637,102,114.54,0.027912887252968758,0.16012558869701726,0.17981161695447412,1.1229411764705883,1
enriched_ad_0821,campaign_032,Rose - The Impression of Sound,"Experience the beauty of music through Rose's unique blend of sight, sound, and emotion. Discover how roses can inspire your senses with this captivating audio-visual journey.",Listen Now,facebook,,image,entertainment,23764,537,87,170.98,0.02259720585759973,0.16201117318435754,0.31839851024208565,1.965287356321839,1
enriched_ad_0822,campaign_019,Jenkins Master of Management,Risk and Analytics STOP TOMORROW'S THREATS TODAY. Get the skills to turn risk into strategic advantage.,APPLY TODAY →→,,,image,education,60219,1071,136,419.74,0.017785084441787474,0.12698412698412698,0.3919140989729225,3.086323529411765,0
enriched_ad_0823,campaign_002,Opteon XL41 (R-454B) - The Clear Future of HVAC Refrigerants,,LEARN MORE ,,,image,ecommerce,78282,876,69,1356.37,0.011190311949107074,0.07876712328767123,1.5483675799086756,19.657536231884055,0
enriched_ad_0824,campaign_026,Raising Our Holliwood Voices,,,,,image,entertainment,56668,803,92,293.83,0.014170254817533706,0.11457036114570361,0.36591531755915313,3.1938043478260867,0
enriched_ad_0825,campaign_017,Awarded Best Subwoofers by SVS Top Audio Reviewers Worldwide,EISA: Best AWARD Produc COMPACTO 315 EISA: Best AWARD Product SVS EXPERIENCE SVS >>>,,,,image,ecommerce,41255,732,35,729.25,0.01774330384195855,0.04781420765027322,0.9962431693989071,20.835714285714285,0
enriched_ad_0826,campaign_029,Searching for a new job?,,Learn More,facebook,,image,ecommerce,64565,689,53,704.73,0.010671416402075428,0.07692307692307693,1.0228301886792452,13.29679245283019,0
enriched_ad_0827,campaign_015,Leading Orthopedic Care to KEEP THE TEXANS MOVING,SEE HOW Houston Methodist offers Official Health Care Provider services in ORTHOPEDICS & SPORTS MEDICINE.,,,,image,healthcare,80720,1253,70,1785.67,0.015522794846382557,0.055865921787709494,1.4251157222665602,25.50957142857143,0
enriched_ad_0828,campaign_034,Don't just get ready. Get holiday ready with the new Ford F-150.,"This Year, Don't Just Get Ready.
Get Holiday Ready
With Ford F-150.",LEARN MORE,,,image,automotive,76849,908,28,1694.38,0.011815378209215474,0.030837004405286344,1.866057268722467,60.51357142857143,0
enriched_ad_0829,campaign_050,Unlocking Alzheimer's,Mysteries: Deciphering the Pathways to Neurodegeneration SARTORIUS Science www,,,,image,education,42900,966,86,331.06,0.022517482517482517,0.08902691511387163,0.34271221532091095,3.8495348837209304,1
enriched_ad_0830,campaign_020,GREASE BEAST HEAVY DUTY,"oil, grease & grime | SCRUB PADS | EATS STAYS FRESH NO foul bacterial ODOR BETWEEN USES GREASEBEASTSCRBPADS.COM USA MADE",,,,image,ecommerce,74785,1404,88,1299.55,0.018773818279066656,0.06267806267806268,0.9256054131054131,14.767613636363636,0
enriched_ad_0831,campaign_039,GREASE BEAST HEAVY DUTY,"scrub pads that eats oil, grease & grime USA made at greasebeastscrubpads.com",,,,image,ecommerce,40972,669,50,430.3,0.01632822415308015,0.07473841554559044,0.6431988041853512,8.606,0
enriched_ad_0832,campaign_021,The End of Hunger and Poverty,,,,,image,ecommerce,38358,643,40,550.2,0.01676312633609677,0.06220839813374806,0.8556765163297045,13.755,0
enriched_ad_0833,campaign_031,Bliss - The Ultimate Sleep Comfort,Discover the ultimate sleep comfort with Bliss. This pillow case has quickly become an essential gift for anyone looking to enhance their sleeping experience in 2021.,LEARN MORE,,,image,ecommerce,82366,1644,133,956.5,0.019959692105966053,0.08090024330900243,0.5818126520681265,7.19172932330827,1
enriched_ad_0834,campaign_005,The Lawn Mower®4.0,Our Newest SkinSafe® Trimmer,Shop Now,,,image,ecommerce,61575,799,68,974.52,0.012976045473000406,0.0851063829787234,1.2196745932415518,14.331176470588234,0
enriched_ad_0835,campaign_041,alapeño's Bar & Grill - Best Mexican Restaurant!,"Thank you to our staff and the community for voting us. Family owned, proudly serving the community for 15 years! Visit Us.",,,,image,food,41150,658,60,418.22,0.015990279465370596,0.0911854103343465,0.6355927051671733,6.9703333333333335,0
enriched_ad_0836,campaign_013,SNAKE RIVER OFF ROADERS CLUB,2021 Toy and Supply Drive For The Ronald McDonald Family Room @ EIRMC - Serving Families From All Over East Idaho-,CLICK TO LEARN MORE,,,image,ecommerce,57666,997,69,594.04,0.017289217216384004,0.06920762286860582,0.595827482447342,8.60927536231884,0
enriched_ad_0837,campaign_039,Celebrating Years,"Maloney Maloney is celebrating its years of excellence in the industry. With decades of experience and unwavering commitment to quality, we have built an unparalleled reputation for delivering top-notch services.",,,,image,ecommerce,38706,751,75,486.57,0.019402676587609156,0.09986684420772303,0.647896138482024,6.4876,0
enriched_ad_0838,campaign_046,"JUJURLY, JUAL MOBIL DI KAMI UANG",,,,,image,automotive,98705,1223,22,1430.28,0.012390456410516185,0.017988552739165987,1.1694848732624694,65.01272727272728,0
enriched_ad_0839,campaign_004,"Baca berita, main quiz, live stream","& nonton film gratis dalam satu aplikasi IDN DOWNLOAD IDN APP Download on the App Store ANDROID APP ON Google play",Learn More,facebook,,video,ecommerce,75522,1390,135,873.26,0.018405232912263977,0.09712230215827339,0.6282446043165467,6.468592592592593,0
enriched_ad_0840,campaign_036,"foreverspin",MADE IN CANADA,Learn More,facebook,,image,ecommerce,37238,531,41,502.45,0.014259627262473817,0.07721280602636535,0.9462335216572505,12.254878048780487,0
enriched_ad_0841,campaign_006,A True Musical Experience,Summer absolute sounds International Distributors & Consultants of Specialized High-end Audio & Video Systems.,,,,video,entertainment,87196,2763,528,684.32,0.03168723335932841,0.19109663409337677,0.24767281939920377,1.2960606060606061,1
enriched_ad_0842,campaign_027,Amazon Shop. Connect. Enjoy.,,Shop Now,,,image,ecommerce,99085,1501,140,1089.92,0.015148609779482262,0.09327115256495669,0.7261292471685543,7.785142857142858,0
enriched_ad_0843,campaign_037,Designed Specifically For Self-Defense,New AmerigloⓇ Haven™ Red Dot Sight A Ameriglo See The Havens™,,,,image,ecommerce,88128,1714,113,1250.04,0.019448983297022514,0.06592765460910152,0.7293115519253208,11.062300884955752,0
enriched_ad_0844,campaign_004,Commerce Insights: Improving Conversion Rates,Learn which marketing tactics convert shoppers into buyers.,Get The Insights Signifyd,,,image,ecommerce,48093,912,84,604.89,0.018963258686295302,0.09210526315789473,0.6632565789473684,7.201071428571429,0
enriched_ad_0845,campaign_036,"153","apartment. store: (724) 463-8080 #GETAROOM",Learn More,facebook,,image,ecommerce,31656,628,41,338.38,0.01983826130907253,0.06528662420382166,0.5388216560509554,8.253170731707318,0
enriched_ad_0846,campaign_025,Pre-order iPhone 13 Pro,Get your hands on the latest Apple Flagship Store with Bank Cashback up to 1 Juta and Promo Bundle s/d at just 1.1 Juta!,Shop Now,,,image,ecommerce,56169,989,54,985.79,0.017607577133294167,0.054600606673407485,0.9967542972699697,18.25537037037037,0
enriched_ad_0847,campaign_008,"Find Full, Part-Time and Hourly Jobs",,,,,image,employment services,53509,671,40,633.69,0.012539946551047487,0.05961251862891207,0.9443964232488824,15.842250000000002,0
enriched_ad_0848,campaign_003,Snowflake Special Edition,The Data Cloud for dummies. Mobilize your data to best serve your customers and business snowflake START NOW.,START NOW,,,image,ecommerce,28140,440,42,277.05,0.015636105188343994,0.09545454545454546,0.6296590909090909,6.5964285714285715,0
enriched_ad_0849,campaign_033,We protect what matters most,,Learn More,,,image,ecommerce,24668,479,37,441.63,0.019417869304361925,0.07724425887265135,0.9219832985386222,11.935945945945946,0
enriched_ad_0850,campaign_025,Hawaiian $10.00 Pizza,,Order Now,,,image,food,84029,2100,209,855.67,0.024991372026324246,0.09952380952380953,0.40746190476190475,4.094114832535885,1
enriched_ad_0851,campaign_013,Get traction. And 5x points!,"Up to 5x points at tire stores, auto repair shops, and online at Amazon, Walmart, Target, and other qualified sites > stcu",,,,image,ecommerce,90021,1573,161,1129.78,0.01747370058097555,0.10235219326128417,0.7182326764144946,7.0172670807453414,0
enriched_ad_0852,campaign_029,Lactose Out Now Lacrosse,,,,,image,entertainment,96366,1371,136,812.73,0.014227009526181434,0.09919766593727207,0.592800875273523,5.975955882352942,0
enriched_ad_0853,campaign_027,PLL CHAMPIONSHIP RECAP OUT NOW,,,,,image,entertainment,48596,1037,171,295.69,0.02133920487282904,0.16489874638379942,0.28513982642237223,1.7291812865497076,1
enriched_ad_0854,campaign_025,Thankful for 45 Years! ANY SERVICE REPAIR $45 OFF,Celebrating 45 years in Business. PLUMBING • HEATING AIR CONDITIONING ELECTRICAL (703) 454-8072 appletoncampbell.com,,,,image,ecommerce,23581,375,25,323.51,0.015902633476103642,0.06666666666666667,0.8626933333333333,12.9404,0
enriched_ad_0855,campaign_025,Up to Zolucky 50% Off,,,,,image,ecommerce,35927,584,31,532.7,0.01625518412336126,0.053082191780821915,0.9121575342465754,17.183870967741935,0
enriched_ad_0856,campaign_050,Your Omron OMRON. products ship the same day Digi-Key ELECTRONICS,,Learn More,,,image,electronics,62431,752,53,946.96,0.012045298009001938,0.07047872340425532,1.2592553191489362,17.867169811320757,0
enriched_ad_0857,campaign_016,Sixteens Original Sarea Fold,"Wilt in the Forties. Restored, Built in the Forties.",,,,image,ecommerce,54895,916,86,675.05,0.016686401311594865,0.09388646288209607,0.7369541484716157,7.849418604651162,0
enriched_ad_0858,campaign_028,CROWDSTRIKE,Never Settle Get a cloud-native platform built to stop breaches ENDPOINT PROTECTION BUYERS GUIDE Download Guide,,,,image,ecommerce,89139,1365,125,862.44,0.01531316258876586,0.09157509157509157,0.6318241758241758,6.899520000000001,0
enriched_ad_0859,campaign_033,Interval World,Mastercard® Credit Card interval MALLITRIm 3234 1234 3234 32341 30/23 KIM CUSTOMER Learn More,Learn More,,,image,ecommerce,75838,1120,66,989.78,0.014768321949418498,0.05892857142857143,0.8837321428571429,14.996666666666666,0
enriched_ad_0860,campaign_020,Put a Subscription Under the Tree,,Shop Now,,,image,ecommerce,50720,548,44,665.99,0.010804416403785488,0.08029197080291971,1.2153102189781022,15.136136363636364,0
enriched_ad_0861,campaign_046,The World Needs More Cyclone Spirit,Iowa State University Foundation supports Iowa State.,,,,image,education,92076,1702,172,743.79,0.018484730005647508,0.10105757931844889,0.43700940070505284,4.324360465116279,0
enriched_ad_0862,campaign_035,H she 100% Bios College of Education D Belin-Blank Center Iowa M-5,lowa's home for gifted and twice-exceptional K-12 students,,,,image,education,87676,2129,251,750.75,0.024282585884392537,0.11789572569281352,0.3526303428839831,2.991035856573705,1
enriched_ad_0863,campaign_033,Visit Island of Ireland,Plan your trip to Ireland with ease. Press the Green Button and start exploring our beautiful island today!,Press the Green Button,,,image,travel,46519,594,48,731.56,0.01276897611728541,0.08080808080808081,1.2315824915824916,15.240833333333333,0
enriched_ad_0864,campaign_035,Your Hebrew Birthday Reveals the Biblical Character You Embody,Discover your unique birthdate in Israel and learn what character traits are associated with it. Find out how this ancient tradition can give you insight into who you're meant to be.,FIND OUT YOUR HEBREW BIRTHDAY HERE ISRAEL365,,,image,ecommerce,99250,1490,119,1704.53,0.015012594458438288,0.07986577181208054,1.143979865771812,14.323781512605041,0
enriched_ad_0865,campaign_010,Make Every Hour Count!,Get the most out of your time with Active Collab. Try our free plan today.,Try it Free,,,image,ecommerce,36480,745,55,497.74,0.02042214912280702,0.0738255033557047,0.6681073825503356,9.049818181818182,1
enriched_ad_0866,campaign_004,What's in your Wallet? Coupons & Rewards,Get Codes Capital One Shopping The Coupon-Finding Browser Extension,,,,image,ecommerce,44693,533,53,451.27,0.011925804935896001,0.09943714821763602,0.8466604127579737,8.514528301886791,0
enriched_ad_0867,campaign_001,Observer Study Centre Online,is giving you MORE! Gain access to over 10 FREE CSEC and CAPE lessons Available this & every Tuesday @f @jamaicaobserver,,,,image,education,26537,643,81,242.17,0.02423031993066285,0.12597200622083982,0.37662519440124415,2.989753086419753,1
enriched_ad_0868,campaign_045,Get Parts for Your Jeep,Find all parts you need to keep your Jeep running smoothly on eBay Motors.,Shop Now,facebook,,image,automotive,56484,662,20,1157.49,0.011720133135047092,0.030211480362537766,1.748474320241692,57.8745,0
enriched_ad_0869,campaign_050,*RIG SPONSORED BY:Horton POWERED BY:JEMS,Fire Apparatus - JEMS & Emergency Equipment. PREMIUM RESOURCE FOR ALL THINGS AMBULANCE.,JEMS CLICK HERE,,,image,ecommerce,42472,575,47,530.32,0.01353833113580712,0.0817391304347826,0.9222956521739132,11.28340425531915,0
enriched_ad_0870,campaign_027,FIRST REPUBLIC,"For our First Republic team,
serving nonprofits is more than just a job. It's a personal commitment.",,,,image,ecommerce,97709,1238,60,1686.92,0.012670276023703037,0.048465266558966075,1.3626171243941843,28.115333333333336,0
enriched_ad_0871,campaign_022,National Museum of Wildlife Art,Experience the beauty and diversity of wildlife through stunning art. Open daily from 9 AM to 5 PM.,,,,image,entertainment,77836,1976,272,517.31,0.025386710519553934,0.13765182186234817,0.2617965587044534,1.9018749999999998,1
enriched_ad_0872,campaign_038,DO MORE ON THE GO WITH myABCsupply,,LEARN MORE,,,image,ecommerce,96733,1532,79,1559.67,0.01583740812339119,0.05156657963446475,1.0180613577023498,19.742658227848104,0
enriched_ad_0873,campaign_012,"Staying Healthy, Active",We have it all right here.,Learn More,,,image,health and fitness,59382,1194,121,860.2,0.020107103162574518,0.10134003350083752,0.7204355108877722,7.109090909090909,1
enriched_ad_0874,campaign_027,DELL TECHNOLOGIES BLACK FRIDAY SNEAK PEEK,Windows Latitude 9520. Del Technologies recommends Windows 11 Pro for business.,Shop Now,,,image,ecommerce,41800,576,53,426.32,0.013779904306220095,0.0920138888888889,0.7401388888888889,8.04377358490566,0
enriched_ad_0875,campaign_010,Roofers Tested 17 Gutter Guards,(Here's What They Discovered),Learn more,,,image,home improvement/electrical/plumbing/roofing/gutters/foundation/crawl space/septic tanks/sanitary sewer systems/water heaters/hvac/running water heating and cooling systems/pipes/drainage/tankless plumbing/showerheads/bathroom fixtures/concrete forms/masonry work,73256,1222,90,896.96,0.01668122747624768,0.07364975450081833,0.7340098199672668,9.966222222222223,0
enriched_ad_0876,campaign_037,Only 1% of Submitted Property Opportunities Have Been Accepted,"Since inception in 2012, only 1% of submitted property opportunities have even been accepted to the Platform. REALTYMOGUL Institutional-Quality Commercial Real Estate at Your Fingertips Access Now.",,,,image,real_estate,74931,815,17,1503.31,0.010876673206016202,0.020858895705521473,1.8445521472392636,88.42999999999999,0
enriched_ad_0877,campaign_014,Free Games & Worksheets for Preschool to Grade 8,,,,,image,education,34990,667,100,293.2,0.01906258931123178,0.14992503748125938,0.4395802098950525,2.932,0
enriched_ad_0878,campaign_047,"Rochester Motor Cars - It's A Car, Not a Lifetime Commitment",.30 Day Exchange Guarantee. Shop Pre-Owned Rochester Motor Cars.,Shop Pre-Owned,,,image,automotive,27892,477,12,547.3,0.017101677900473254,0.025157232704402517,1.1473794549266247,45.60833333333333,0
enriched_ad_0879,campaign_028,Master Of Accounting At Stetson University,School of Business Administration at Stetson University offers an online Master’s in Accountancy program. No GMAT/GRE required.,APPLY BY DECEMBER 1st,,,image,education,66703,1566,195,639.99,0.023477204923316793,0.12452107279693486,0.40867816091954023,3.282,1
enriched_ad_0880,campaign_019,MINTAG DIENSTAG Iwan Bade Ba The sp MITTWOCH Thamanimelis Mi TRAININGSPLAN Je Nach Ziel Tige fals Do,,,,,image,,38708,577,47,624.17,0.014906479280768834,0.08145580589254767,1.0817504332755632,13.280212765957446,0
enriched_ad_0881,campaign_002,Kansas Jayhawk Community College Conference Championship Game,"Championship game scheduled for Sunday at 1 PM in Garden City, Kansas. The teams competing are GARDEN CITY -vs- HUTCHINSON.",,,,image,education,35744,740,55,352.82,0.020702775290957924,0.07432432432432433,0.4767837837837838,6.414909090909091,1
enriched_ad_0882,campaign_048,Kansas Jayhawk Community College Conference Championship Game Sunday,Game scheduled for 1 PM at Riverfront Stadium. Winwindsrge.com,,,,image,education,40046,549,69,464.74,0.013709234380462468,0.12568306010928962,0.8465209471766849,6.73536231884058,0
enriched_ad_0883,campaign_033,Christus St. Frances Cabrini Hospital,,,,,image,healthcare,24393,400,18,552.63,0.01639814700938794,0.045,1.381575,30.701666666666668,0
enriched_ad_0884,campaign_012,WE'RE HIRING! MASTERBRAND CABINET'S,• MANUFACTURING • FAST PACED GROWTH OPPORTUNITIES • SAFE & CLEAN,APPLY TODAY,,,image,ecommerce,21340,299,15,337.58,0.01401124648547329,0.05016722408026756,1.129030100334448,22.505333333333333,0
