ad_id,headline_len,body_len,cta_len,headline_word_count,body_word_count,cta_word_count,headline_caps_ratio,body_caps_ratio,headline_has_numbers,body_has_numbers,headline_has_percent,body_has_percent,headline_urgency,body_urgency,headline_positive,body_positive,headline_exclamation,headline_question,body_exclamation,body_question,platform_encoded,ad_format_encoded,category_encoded,call_to_action_encoded,platform_facebook,platform_smart speakers,ad_format_image,category_automotive,category_ecommerce,"category_ecommerce, saas","category_ecommerce, saas, education, healthcare, finance, entertainment, travel, food, automotive, real_estate",category_education,category_entertainment,category_finance,category_healthcare,"category_healthcare, education",platform_instagram,platform_format_interaction,impressions,clicks,conversions,spend,ctr,cvr,cpc,cpa,revenue_efficiency,cost_per_thousand_impressions,engagement_score,headline_len_x_ctr,body_len_x_cvr,platform_format_interaction,total_urgency_score,urgency_level,high_performer
enriched_ad_0017_improved,51,141,0,8,21,0,0.13953488372093023,0.05172413793103448,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,False,True,False,True,False,False,False,False,False,False,False,0,0,860,19,1,24.282546093617633,0.023570645555465626,0.05263157894736842,1.517659130851102,24.282546093617633,0.04118184296426962,28.235518713508874,0.03519501891222675,1.202102923328747,7.421052631578947,0,1,1,0
enriched_ad_0018_improved,67,155,0,10,24,0,0.14035087719298245,0.03125,0,0,0,0,0,1,1,1,0,0,0,0,1,0,5,0,0,False,True,False,False,False,False,False,True,False,False,False,0,0,942,20,1,30.856239279594305,0.021979264216454502,0.05,1.714235515533017,30.856239279594305,0.032408356408530806,32.75609265349714,0.03318755852987271,1.4726107025024517,7.75,0,1,1,0
enriched_ad_0019_improved,36,190,0,6,25,0,0.16666666666666666,0.031446540880503145,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,0,False,True,False,False,False,False,False,False,False,True,False,0,0,1160,23,1,46.38640791369145,0.020789159817887523,0.043478260869565216,2.577022661871747,46.38640791369145,0.021558039196754426,39.98828268421676,0.0298648002385586,0.7484097534439509,8.26086956521739,0,1,1,0
enriched_ad_0020_improved,50,251,0,8,33,0,0.21951219512195122,0.03286384976525822,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,False,True,False,False,False,False,True,False,False,False,False,0,0,894,17,1,30.272483693028853,0.020576661771267,0.058823529411764705,2.018165579535257,30.272483693028853,0.03303329882477664,33.86183858280632,0.03587540882746608,1.02883308856335,14.76470588235294,0,0,0,0
enriched_ad_0021_improved,41,162,0,5,21,0,0.1388888888888889,0.021739130434782608,0,0,0,0,1,1,0,0,0,0,0,0,1,0,9,0,0,False,True,False,False,False,False,False,False,False,False,False,0,0,951,20,1,41.946988556145115,0.02246782043156018,0.05,2.330388253119173,41.946988556145115,0.023839613627126586,44.10829501171937,0.033480692258936115,0.9211806376939674,8.1,0,2,2,0
enriched_ad_0022_improved,48,224,0,7,31,0,0.16666666666666666,0.07303370786516854,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,False,True,False,False,False,True,False,False,False,False,False,0,0,976,21,1,36.104610478583716,0.022498356221772757,0.047619047619047616,2.1238006163872774,36.104610478583716,0.027697293690321714,36.99242876904069,0.032546632780682705,1.0799210986450922,10.666666666666666,0,1,1,0
enriched_ad_0023_improved,50,225,0,5,30,0,0.13333333333333333,0.02617801047120419,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,False,True,False,False,False,False,False,False,False,False,False,0,0,1015,33,1,70.25052806274846,0.0339128335372705,0.030303030303030304,2.701943387028787,70.25052806274846,0.014234768443402877,69.212342918964,0.03246891224357443,1.6956416768635252,6.818181818181818,0,0,0,0
enriched_ad_0024_improved,39,148,0,6,18,0,0.15151515151515152,0.02727272727272727,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,False,True,False,True,False,False,False,False,False,False,False,0,0,1028,16,1,19.86840971702369,0.016143908746586645,0.0625,1.5283392090018224,19.86840971702369,0.05033115454344481,19.32724680644328,0.034686345247951986,0.6296124411168792,9.25,0,1,1,0
enriched_ad_0025_improved,45,222,0,8,31,0,0.16666666666666666,0.026737967914438502,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,False,True,False,True,False,False,False,False,False,False,False,0,0,906,13,1,24.142588480521894,0.01516989126140288,0.07692307692307693,2.0118823733768245,24.142588480521894,0.04142057927246676,26.647448653997674,0.0398711655260725,0.6826451067631296,17.076923076923077,0,1,1,0
enriched_ad_0026_improved,39,160,0,6,24,0,0.17647058823529413,0.015151515151515152,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,0,False,True,False,False,False,False,False,True,False,False,False,0,0,1165,36,1,66.1275644517149,0.031112238293739772,0.027777777777777776,2.2042521483904967,66.1275644517149,0.015122286875243697,56.76185789846773,0.029778454087354973,1.213377293455851,4.444444444444445,0,0,0,0
enriched_ad_0027_improved,47,219,0,8,30,0,0.21052631578947367,0.03260869565217391,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,False,True,False,True,False,False,False,False,False,False,False,0,0,947,13,1,31.91428222511798,0.015451097159892044,0.07692307692307693,2.9012983841016347,31.91428222511798,0.0313339335958167,33.70040361680885,0.040039889065166,0.7262015665149261,16.846153846153847,0,1,1,0
enriched_ad_0028_improved,51,136,0,9,19,0,0.1891891891891892,0.017543859649122806,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,False,True,False,True,False,False,False,False,False,False,False,0,0,920,18,1,32.75774658286151,0.02145213391137551,0.05555555555555555,2.1838497721907673,32.75774658286151,0.030527130352830466,35.60624628571903,0.03509350256904753,1.094058829480151,7.555555555555555,0,1,1,0
enriched_ad_0029_improved,48,197,0,7,26,0,0.21052631578947367,0.018518518518518517,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,False,True,False,False,False,False,True,False,False,False,False,0,0,1181,27,1,71.95575171739176,0.024118021723313895,0.037037037037037035,2.9981563215579903,71.95575171739176,0.013897429686059401,60.92781686485332,0.02928562784880315,1.157665042719067,7.296296296296296,0,0,0,0
enriched_ad_0030_improved,38,138,0,7,17,0,0.3548387096774194,0.06779661016949153,0,0,0,0,1,0,1,0,0,0,0,0,1,0,4,0,0,False,True,False,False,False,False,True,False,False,False,False,0,0,1058,18,1,38.247134895737496,0.018143171471891036,0.05555555555555555,2.5498089930491665,38.247134895737496,0.02614574928882964,36.1504110545723,0.03310812510535684,0.6894405159318594,7.666666666666666,0,1,1,0
enriched_ad_0031_improved,39,128,0,7,19,0,0.15625,0.0380952380952381,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,False,True,False,True,False,False,False,False,False,False,False,0,0,857,19,1,43.51920528195501,0.022200023158018944,0.05263157894736842,2.5599532518797066,43.51920528195501,0.022978360783960462,50.78086964055427,0.034372645473758734,0.8658009031627388,6.7368421052631575,0,1,1,0
enriched_ad_0032_improved,45,87,0,10,13,0,0.03125,0.027777777777777776,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,False,True,False,False,False,False,False,True,False,False,False,0,0,926,23,1,38.50513452574735,0.02689365792416995,0.043478260869565216,1.9252567262873677,38.50513452574735,0.02597056242801403,41.582218710310315,0.03352749910232806,1.2102146065876478,3.782608695652174,0,0,0,0
enriched_ad_0033_improved,45,122,0,8,23,0,0.06060606060606061,0.16842105263157894,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,False,True,False,False,False,False,False,True,False,False,False,0,0,859,25,1,51.56363332458238,0.030645684230537436,0.04,2.3438015147537445,51.56363332458238,0.019393513131730017,60.027512601376465,0.03438741053832246,1.3790557903741847,4.88,0,0,0,0
enriched_ad_0034_improved,40,194,0,6,29,0,0.14705882352941177,0.05063291139240506,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,False,True,False,True,False,False,False,False,False,False,False,0,0,1162,22,1,37.627788477949785,0.020029918050631455,0.045454545454545456,1.980409919892094,37.627788477949785,0.02657610347166719,32.38191779513751,0.030199769012197057,0.8011967220252582,8.818181818181818,0,1,1,0
enriched_ad_0035_improved,44,145,0,8,22,0,0.17142857142857143,0.059322033898305086,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,False,True,False,False,False,False,False,False,False,False,False,0,0,1035,14,1,30.638001074902185,0.014733713006896411,0.07142857142857142,2.5531667562418487,30.638001074902185,0.03263920506939249,29.601933405702592,0.03741165637556641,0.6482833723034421,10.357142857142856,0,0,0,0
enriched_ad_0036_improved,55,150,0,7,21,0,0.17391304347826086,0.088,0,0,0,0,0,0,1,1,0,0,1,0,1,0,6,0,0,False,True,False,False,False,False,False,False,True,False,False,0,0,1038,17,1,34.86008301921328,0.017346811423513492,0.058823529411764705,2.4900059299438055,34.86008301921328,0.028686104948426137,33.58389500887599,0.033937498618813976,0.9540746282932421,8.823529411764707,0,0,0,0
enriched_ad_0037_improved,43,202,0,7,26,0,0.16666666666666666,0.041176470588235294,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,False,True,False,False,False,False,True,False,False,False,False,0,0,915,21,1,33.74449687608334,0.02451898332462775,0.047619047619047616,1.9849704044754906,33.74449687608334,0.02963446169229322,36.87923155856103,0.0337590090423957,1.0543162829589932,9.619047619047619,0,1,1,0
enriched_ad_0038_improved,45,164,0,6,24,0,0.15,0.022058823529411766,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,False,True,False,True,False,False,False,False,False,False,False,0,0,930,19,1,24.292322238167973,0.020690216117659303,0.05263157894736842,1.619488149211198,24.292322238167973,0.04116526984105311,26.120776600180616,0.03346676124954295,0.9310597252946686,8.631578947368421,0,0,0,0
enriched_ad_0039_improved,40,253,0,6,38,0,0.2,0.024390243902439025,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,False,True,False,True,False,False,False,False,False,False,False,0,0,1039,15,1,35.76463410390588,0.01613972155931801,0.06666666666666667,2.751125700300452,35.76463410390588,0.02796058243164829,34.42216949365339,0.036350499602257474,0.6455888623727204,16.866666666666667,0,0,0,0
enriched_ad_0040_improved,45,141,0,9,22,0,0.17391304347826086,0.21978021978021978,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,False,True,False,True,False,False,False,False,False,False,False,0,0,1067,21,1,28.922590143114306,0.02019999656562362,0.047619047619047616,1.6068105635063503,28.922590143114306,0.0345750499886703,27.106457491203663,0.03116761698699322,0.9089998454530629,6.7142857142857135,0,1,1,0
enriched_ad_0041_improved,59,407,0,7,58,0,0.1836734693877551,0.017595307917888565,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,False,True,False,False,False,False,False,True,False,False,False,0,0,935,28,1,41.978828898708784,0.03048113318898246,0.03571428571428571,1.8251664738569036,41.978828898708784,0.023821531620448772,44.897143207175176,0.03257439419910376,1.7983868581499651,14.535714285714285,0,0,0,0
enriched_ad_0042_improved,47,213,0,6,32,0,0.13513513513513514,0.12269938650306748,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,False,True,False,True,False,False,False,False,False,False,False,0,0,1154,23,1,30.49882699999829,0.020740682930959844,0.043478260869565216,1.5249413499999145,30.49882699999829,0.03278814624575745,26.428792894279283,0.02983571410640199,0.9748120977551127,9.26086956521739,0,1,1,0
enriched_ad_0043_improved,28,139,0,7,20,0,0.2631578947368421,0.02608695652173913,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,False,True,False,True,False,False,False,False,False,False,False,0,0,860,19,1,37.23793504486301,0.02303973549172282,0.05263157894736842,2.190466767344883,37.23793504486301,0.026854335472555977,43.29992447077094,0.03487647287398106,0.6451125937682389,7.31578947368421,0,1,1,0
enriched_ad_0044_improved,39,225,0,6,29,0,0.17647058823529413,0.015789473684210527,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,False,True,False,True,False,False,False,False,False,False,False,0,0,836,20,1,40.397695622041354,0.025495009146751547,0.05,2.376335036590668,40.397695622041354,0.02475388718594114,48.32260241870976,0.03529700548805093,0.9943053567233103,11.25,0,0,0,0
enriched_ad_0045_improved,52,143,0,8,23,0,0.13636363636363635,0.03389830508474576,0,0,0,0,1,1,0,0,0,0,0,0,1,0,7,0,0,False,True,False,False,False,False,False,False,False,True,False,0,0,1117,20,1,26.202431926095876,0.018491507336428077,0.05,1.5413195250644633,26.202431926095876,0.03816439645069993,23.4578620645442,0.03109490440185685,0.96155838149426,7.15,0,2,2,0
enriched_ad_0046_improved,37,166,0,6,23,0,0.13793103448275862,0.02857142857142857,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,False,True,False,False,False,False,True,False,False,False,False,0,0,985,21,1,32.62894718267829,0.022897611073776022,0.047619047619047616,1.9193498342751933,32.62894718267829,0.030647633048082823,33.125834703226694,0.03278618569188466,0.8472116097297128,7.904761904761904,0,0,0,0
enriched_ad_0047_improved,57,181,0,7,24,0,0.1,0.06474820143884892,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,False,True,False,True,False,False,False,False,False,False,False,0,0,974,12,1,23.657483736426705,0.013979809677985754,0.08333333333333333,2.3657483736426705,23.657483736426705,0.04226992232737947,24.28899767600278,0.041721219140124784,0.796849151645188,15.083333333333332,0,0,0,0
enriched_ad_0048_improved,45,286,0,8,37,0,0.24324324324324326,0.03765690376569038,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,False,True,False,False,True,False,False,False,False,False,False,0,0,1033,17,1,23.603417561192106,0.0167807895411312,0.058823529411764705,1.6859583972280077,23.603417561192106,0.04236674614629384,22.849387764948798,0.0335978854893846,0.755135529350904,16.823529411764707,0,1,1,0
enriched_ad_0049_improved,41,189,0,7,28,0,0.17647058823529413,0.12101910828025478,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,False,True,False,False,False,False,False,False,True,False,False,0,0,1190,17,1,28.759286077369296,0.0150963545612222,0.058823529411764705,2.0542347198120927,28.759286077369296,0.03477137774942545,24.167467291906974,0.0325872245014392,0.6189505370101102,11.117647058823529,0,1,1,0
enriched_ad_0050_improved,44,175,0,6,23,0,0.1282051282051282,0.06716417910447761,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,False,True,False,True,False,False,False,False,False,False,False,0,0,834,18,1,33.98172690486665,0.022856410426373888,0.05555555555555555,1.9989251120509792,33.98172690486665,0.029427580381642886,40.74547590511588,0.035936068478046555,1.0056820587604511,9.722222222222221,0,1,1,0
